x,y
-38.30569974543938,-60970.679904435376
-77.2497198890333,-477145.03056955535
-77.04505223200118,-473870.9317124296
-13.98026604134565,-3196.025409327436
27.57855725954247,19513.164018065287
-87.98731483261847,-696264.4127034781
-76.14893838009785,-449226.875255122
-25.827284338632698,-18405.048013371896
88.23369348037747,666263.1748769691
-32.5829543488726,-36054.75348085557
-83.44393085267774,-585608.2759234466
67.4658248293413,295132.6488694174
75.06254110917962,407095.7963198355
89.47473346527642,697030.6253927695
-89.02026610077976,-715946.5001485458
-6.920229584928413,-411.1154791513612
-32.26261880675173,-36554.43794890204
57.73254962923158,181149.07763172395
27.523693706316102,19554.356665495277
49.422186074973794,118088.6263173206
54.64110107969025,155155.529481166
72.70071830033967,368188.3906330645
-58.69928408033596,-211058.97687511492
92.73664979407826,787471.7949522013
-75.30284377482043,-431985.9530042533
-60.58157024474741,-224285.9311726004
31.80708614608072,29017.943060324764
16.54165620337758,4227.145788701099
-28.278370021161656,-23860.916476756105
50.97331099054208,127188.18341719916
11.560770476461665,1349.494523093092
23.85883315832048,12169.018723091758
90.19069158748626,711393.5240035438
-38.27477285890447,-58533.80258236965
-53.022683674252434,-156228.22767033655
-11.592162776582258,-1802.8162414358133
90.65077826883112,739375.4752221038
-28.75577520272997,-24240.84195371324
52.07162140977192,132510.39243931707
-24.965587723366024,-16445.435723267037
-77.9915225946954,-488314.8128033974
13.586885984328928,2098.2099020875985
-45.32838629147177,-99165.69527138844
26.93253109842543,16928.564360194203
-13.455175624662203,-2489.8105210597864
41.42853940739006,65174.69694233562
-35.80749159096049,-48075.08274766109
-90.85015881379378,-757396.360440159
19.62496908896965,7141.092945814882
61.11967221427391,217545.7848191935
-17.81372477439826,-5992.85223101537
62.51228364431218,232990.9411749038
-23.939304156102565,-15254.791750099314
37.43112665428925,47587.59936779554
-46.80960885887078,-107100.7091809299
-84.15249426220097,-615044.7899365826
43.91149319049431,83100.68704395859
-14.851433295230205,-3529.8613884635392
-81.14197068111643,-539638.608999969
15.0019763808057,3087.374106144697
-63.76033017778215,-261540.57160882876
49.52165533471975,117301.29748881288
-39.24114121110378,-64339.07432582256
-96.31958200254547,-925506.53475602
59.05193163450639,199688.7090149659
84.33967937006585,587601.6530551201
78.69545208371926,470793.075898636
-55.88225914824142,-177456.23918876098
-22.512592998104363,-12263.316210464913
-45.93672110436621,-100109.99935269928
20.2931625375962,6934.275001977942
-28.29805686419159,-23241.630126443102
-3.75314173401854,-51.002501081174245
-28.34734985110249,-25282.899587913103
6.80341607820743,145.68238462724236
14.357524934069849,2641.080578625848
23.160586854917145,11125.25739044647
29.6133969104961,24649.681958069843
33.16044713596729,33849.366204595266
48.85735848648911,113024.32580156389
2.3724474195653222,-6.723681629084592
-67.46115327817103,-314301.9044257817
71.94362942598603,355956.45189776225
-57.88230499207287,-202309.87392756663
85.85897037230127,618918.989282731
37.30033460522352,48898.04902889735
9.171118292299507,623.0568369268731
-36.65194606025118,-49902.08838605567
-12.579379626186372,-2356.7283809388737
19.645791689646693,6155.990723276806
51.110078215028025,127919.51474459365
60.13961129683896,204896.51025655295
10.765112964659146,874.1613082262584
-86.85587751373092,-677587.1793789167
97.8966130690247,909947.484071604
-35.17094442979607,-44721.85445823277
-0.5777620970964271,13.432272551855895
27.796458407855024,19797.40544870421
-98.54318420809189,-974969.9822705516
-19.0702004191726,-7522.038334629219
13.65865794969902,2134.2489800260555
-14.594323459334444,-3727.60312301391
-96.45591946351212,-926216.7777143632
17.770897568633508,4774.640466160737
-23.93448340211844,-13793.35893212626
50.39379216179624,118848.13217124146
51.12910310528622,131577.1460505959
-83.33596146170409,-586956.8055939131
69.97114437573768,330071.6426022061
-61.44948017883825,-243714.65104215415
-36.023563457156335,-49374.65687626696
-98.68703089298845,-974466.911499864
60.46930663539028,214965.3986515964
28.521654014332707,20441.133573556184
-81.01902612456462,-546127.8179671328
10.533329709044288,877.4752078864269
92.57557241283062,776667.4226371229
23.186952740034265,10813.624785113596
11.56865791362116,1333.218259450423
4.719519674690564,29.111830243176044
98.46242554624808,946018.4078497764
-38.822655631811145,-62123.617132949774
37.25279645916892,47430.87809057144
18.3370534092333,5182.815355638297
-90.94096870330742,-778661.3719740609
86.79579711065205,645057.4803926722
-70.33709319419414,-351468.6846811317
9.547441029356335,617.6833123701344
-65.91348963692337,-288777.3733078076
2.0240828380095435,-3.4202220887246977
-96.46838491970696,-914680.2714547073
-58.95528858821156,-216148.39478689025
47.82316357428933,104327.31582661207
19.10555034329204,6184.806722624113
-61.41749272253284,-234019.62118430855
-27.27458726439725,-21124.71086566388
34.984463646034804,38539.413897275386
-95.83081667829332,-904226.3693471327
33.78660130634894,35278.475928066335
-16.144203859409323,-4518.431634083799
47.5863644809425,102939.63473074464
19.52955419201959,7032.202023208272
31.557023869627677,27959.072835216823
-47.03208623073542,-108350.159305315
-15.155245680967912,-3927.642343510881
69.76081284371534,328992.6111395563
32.94557797967528,34030.76709664484
-22.487230197159388,-12002.04743963204
-57.19187541501573,-192000.6681163098
76.12963824946355,431878.4584174042
-56.6657833580984,-189251.94965548336
-4.51220817455995,-92.66321063798222
7.158449129675608,226.1850943737929
-27.151153722888083,-21043.647469720378
-13.678899998096108,-2719.847239255056
78.26469912962501,458867.1653667104
-41.83474422331061,-74834.06969754824
70.11288758728543,331969.80874556775
23.309073311088724,10721.951690482352
-96.59495487103725,-906437.5044038435
46.51901179901808,96835.3980953798
22.66640395656913,10838.130521914432
-82.25981396571315,-570333.3502628718
-67.78135326934769,-317329.36267958407
49.22681834086856,115922.53320918493
91.23556548098252,752424.5016175457
73.23588476838906,384548.4110361028
35.03191012543574,41507.745905457945
-53.7758982852653,-164699.06034521593
19.412094066974728,6534.744779209026
43.01064294494379,76848.04514260856
-4.141425603397949,-70.55969592614163
-85.47176954592724,-630068.839941545
44.90312333662872,84120.42333788562
13.964436954950244,2364.1251101109306
37.290802199578096,49800.63629943169
-46.03937497727183,-98931.18714023262
-96.73395038639173,-910376.964187098
79.136869351369,478113.3572264408
73.82013449665385,391817.5733683895
91.29626410149892,744636.4959418117
37.46870195238005,50542.29001481313
63.21050232573987,242306.15308315476
8.795203340036792,466.4720122563423
90.0788770182427,702377.4506904295
4.607249662374647,34.71108271899598
-35.893799764286456,-46721.91264404226
57.56093780000199,180271.8819546604
99.02468461057391,956743.289766226
-49.39851751591727,-122502.21370373624
-31.69679917037137,-33190.96641322609
-98.866607415131,-988927.0220043166
50.63862288928152,125068.5918543696
-86.54228122363699,-652722.396037466
-95.3237301808368,-870249.1113116439
84.08842217160611,578309.8088025416
-74.1716441156932,-410150.9935725809
97.20606444967034,910097.0699629764
22.277982984036857,9639.279159562371
-61.91298546909631,-239146.3435006113
28.776683359105817,21405.867006843557
-24.02152095571664,-14563.213691210649
-19.660366349742382,-8738.250534627394
-61.29131663326992,-236199.07482558527
